BUYER_DEA_NO,BUYER_STATE,BUYER_COUNTY,lat,lon
BO5681348,KS,JOHNSON,38.92859,-94.72835
BP3937313,KS,JOHNSON,38.9144339,-94.6724792
BW2588169,KS,JOHNSON,38.9148475,-94.6638388
FA2883785,KS,JOHNSON,38.9266531,-94.6474178
BC7630862,KS,JOHNSON,38.9072881,-94.6708337
FW1532541,KS,JOHNSON,38.9170057,-94.6598084
FW3170759,KS,JOHNSON,38.9161567,-94.6404412
BH7331147,KS,JOHNSON,38.9170057,-94.6598084
BS1213898,KS,JOHNSON,38.9281308,-94.6502819
BS4009292,KS,JOHNSON,38.9111135,-94.6523808
BW8173837,KS,JOHNSON,38.8552978,-94.7601793
BH4535158,KS,JOHNSON,38.8523189,-94.7592895
BP9762661,KS,JOHNSON,38.8395056,-94.7817542
BC8133465,KS,JOHNSON,38.855239,-94.7806073
BD0697106,KS,JOHNSON,38.8534183,-94.7783011
FP0675984,KS,JOHNSON,38.8534183,-94.7783011
AT9743902,KS,LEAVENWORTH,39.3178495,-94.9150945
FT1111311,KS,WYANDOTTE,39.1147582,-94.9378924
FG3349203,KS,LEAVENWORTH,39.1147582,-94.9378924
BW8663165,KS,MCPHERSON,38.3676721,-97.628198
FW1616347,KS,MCPHERSON,38.3712041,-97.6304859
BD2565678,KS,MARION,38.1658994,-97.1066538
FA1095884,KS,MIAMI,38.6206686,-94.6766856
BH9235652,KS,MIAMI,38.6206686,-94.6766856
BW4052685,KS,MIAMI,38.5735854,-94.8574113
BA3973802,KS,MIAMI,38.573416,-94.862602999999993
FR1466297,KS,MIAMI,38.5787543,-94.8739299
AM2540854,KS,MIAMI,38.572768,-94.877621
FA2162434,KS,MIAMI,38.5748597,-94.8651333
BW9487516,KS,MONTGOMERY,37.2227188,-95.7102143
BK0292615,OH,LAWRENCE,37.2230876,-95.7060356
BT3070682,KS,MONTGOMERY,37.2268452,-95.7063004
BN5578200,MA,BERKSHIRE,37.2246704,-95.7068486
FI0987771,KS,MONTGOMERY,37.2246704,-95.7068486
BD1464899,KS,MONTGOMERY,37.2246704,-95.7068486
BP6807979,KS,MONTGOMERY,37.2237016,-95.7116879
BG4602822,WY,PLATTE,37.2246066,-95.706852
BE5190347,FL,MIAMI-DADE,37.2246704,-95.7068486
FG0531029,WY,PLATTE,37.2246066,-95.706852
BM2905327,KS,MONTGOMERY,37.0327047,-95.6307831
AM1290826,KS,MONTGOMERY,37.0359519,-95.6350337
BR6221232,OR,LINN,37.0327464,-95.6308056
FM3590052,KS,MONTGOMERY,37.0327047,-95.6307831
AP1331406,KS,NEMAHA,39.903503,-95.802134
BS4250813,KS,NEMAHA,39.9036478,-95.8044851
BM2765014,KS,NEOSHO,37.681461,-95.4596553
AA4264088,KS,NEOSHO,37.6764865,-95.4722304
BH3505281,SC,DARLINGTON,37.681461,-95.4596553
BP6607545,MA,HAMPSHIRE,37.681461,-95.4596553
BM5007299,OH,MONTGOMERY,37.681461,-95.4596553
BT4890338,KS,POTTAWATOMIE,39.4898848,-96.1696954
AH1300564,KS,POTTAWATOMIE,39.3931987,-96.4121242
AH1392341,KS,RENO,38.0772034,-97.8954758
AK8672582,KS,RENO,38.0883679,-97.9049901
BH2565705,KS,RENO,38.0777034,-97.8921853
AA9189843,KS,RENO,38.0347032,-97.9409519
AG5510967,KS,SEDGWICK,37.69319,-97.4463948
BB9073824,KS,STEVENS,37.1763409,-101.3484941
FS2336558,KS,STEVENS,37.1699027,-101.3497667
BD0489686,KS,DOUGLAS,38.9721113,-95.272035
AT7306207,KS,ATCHISON,39.5619748,-95.1192458
FR0097293,KS,ATCHISON,39.5621703,-95.1219334
FB1530496,KS,ATCHISON,39.5615515,-95.1194943
AC4342882,KS,ATCHISON,39.5621703,-95.1219334
FK3125754,KS,ATCHISON,39.5610685,-95.1240909
BH7344435,KS,BARBER,37.2816332,-98.5791338
BP7344435,KS,BARBER,37.2816332,-98.5791338
FW0216576,KS,BOURBON,37.808097,-94.7086778
BW6674560,KS,BOURBON,37.8118895,-94.7069808
BM7831779,KS,BOURBON,37.8063647,-94.7100479
BW5520831,KS,BOURBON,37.808097,-94.7086778
AN8673659,KS,BOURBON,37.8320785,-94.7153856
FW0457108,KS,BOURBON,37.8132977,-94.7048798
FK1789455,KS,BROWN,39.6741775,-95.5305159
FC0813736,KS,BROWN,39.6741775,-95.5305159
BH2645173,KS,BROWN,39.6741775,-95.5305159
BD4084416,KS,BUTLER,37.8253832,-96.8486809
BE7185716,KS,BUTLER,37.8191257,-96.848794
FW0686266,KS,BUTLER,37.8243798,-96.8507207
AM2028670,KY,SCOTT,37.6778106,-96.9791304
BW2189012,KS,BUTLER,37.6780358,-96.9878656
AC1311771,KS,BUTLER,37.6766188,-96.979325
FG1683110,KS,BUTLER,37.6766651,-96.9792411
BS9836884,KS,CHAUTAUQUA,37.126626,-96.1862409
AM5919937,KS,CHAUTAUQUA,37.1054976,-96.4984061
BD7816765,KS,CHAUTAUQUA,37.126626,-96.1862409
FG1729358,KS,CHEROKEE,37.0751689,-94.6394859
FF3082865,KS,CHEROKEE,37.0768643,-94.6224467
AG2534130,KS,CHEROKEE,37.0751689,-94.6394859
BM9890953,KS,CLARK,37.4423153,-100.0141688
BM6733631,KS,CLARK,37.1887959,-99.7659995
AP1961502,KS,CLAY,39.375966,-97.1273989
BF2821800,KS,CLAY,39.376386,-97.1266052
AP1961514,KS,CLAY,39.3915228,-97.12238
AA1280407,KS,COFFEY,38.4159874,-95.8583425
BW9076426,KS,COWLEY,37.2408721,-96.9758209
BP4684999,KS,COWLEY,37.2408721,-96.9758209
FW3064867,KS,COWLEY,37.2408721,-96.9758209
FP3038569,KS,COWLEY,37.2408721,-96.9758209
AD8756465,KS,COWLEY,37.0665578,-97.0399305
BH5400089,KS,DOUGLAS,38.9908969,-95.234595
AM7594319,KS,DOUGLAS,38.9773778,-95.2471439
AK7014032,KS,DOUGLAS,38.9736646,-95.2483678
FK0153116,KS,DOUGLAS,38.9736646,-95.2483678
BM4028533,KS,DOUGLAS,38.9413754,-95.2798629
BR3637153,KS,GOVE,39.0676749,-100.2344705
AW2320276,KS,GRAHAM,39.3668216,-99.8417426
BM7334256,KS,GRAY,37.5982226,-100.443061
FE0163028,KS,GREENWOOD,37.8356355,-96.2924161
BE4842705,KS,GREENWOOD,37.8356355,-96.2924161
BH8071463,KS,HAMILTON,37.9803141,-101.7496711
FH1822255,KS,HARPER,37.2844617,-98.0323276
BD4865842,KS,HARVEY,38.0481349,-97.3455178
BW9316426,KS,HARVEY,38.0482927,-97.3454738
BW4650316,KS,HARVEY,38.0237269,-97.338828
BH2852792,KS,HARVEY,38.1379407,-97.4312486
AS7909419,KS,HASKELL,37.4372737,-100.9865758
AR9433486,KS,HODGEMAN,38.0838766,-99.8940681
BM9364631,KS,JEFFERSON,39.1655789,-95.5710543
BW6614475,KS,JEFFERSON,39.2158395,-95.3126602
FO0290609,KS,JEFFERSON,39.215178,-95.314148
AP6527470,KS,JEFFERSON,39.215178,-95.314148
BT5007807,KS,JOHNSON,38.9843471,-94.6698011
BC4763606,KS,JOHNSON,38.9850919,-94.6695384
BH1454759,KS,JOHNSON,38.9558465,-94.6850494
FG1210741,KS,MARION,38.3597704,-97.2063932
BG9956561,KS,MARION,38.3473372,-97.2056756
BG3532240,KS,MARION,38.3473372,-97.2056756
BY9781801,KS,MARSHALL,39.6818709,-96.6601161
BW8523133,KS,JOHNSON,38.9407107,-94.6655115
BC7965063,KS,JOHNSON,38.9574166,-94.6872668
BO7965063,KS,JOHNSON,38.9574166,-94.6872668
AW7783120,KS,JOHNSON,38.9406958,-94.7026273
BM7623691,KS,JOHNSON,38.9944437,-94.6890561
BW7285770,KS,JOHNSON,39.0218165,-94.6874284
BH5871670,KS,JOHNSON,39.0247427,-94.6894479
AG1894472,KS,JOHNSON,39.0274934,-94.6928006
FP1067164,KS,JOHNSON,38.9378236,-94.7270585
BS6980747,KS,JOHNSON,38.9592659,-94.727229500000007
BS9026318,KS,JOHNSON,38.9378236,-94.7270585
BS9026320,KS,JOHNSON,38.9361889,-94.7254085
FP3061378,KS,JOHNSON,38.9378236,-94.7270585
FS1004679,KS,JOHNSON,38.9361889,-94.7254085
BS7445388,KS,JOHNSON,38.9371502,-94.7252926
FK1963710,KS,JOHNSON,38.9461299,-94.8168299
BC9000732,KS,JOHNSON,38.9631813,-94.9798185
BH9822013,KS,JOHNSON,38.9110474,-94.7951339
BT5389487,KS,JOHNSON,38.9099067,-94.7646653
BC3884649,KS,JOHNSON,38.9156115,-94.6375287
BH1641035,KS,JOHNSON,38.9083934,-94.609175
BO3884649,KS,JOHNSON,38.9156115,-94.6375287
FW0007484,KS,JOHNSON,38.8552457,-94.6469319
BW7891422,KS,JOHNSON,38.8805101,-94.6859524
BH6546418,KS,JOHNSON,38.8820894,-94.7644665
BC3519569,KS,JOHNSON,38.8829421,-94.8330265
BJ5998414,KS,KEARNY,37.945995,-101.2513414
AM6106644,KS,KINGMAN,37.6434175,-98.1134271
BW5562081,KS,LABETTE,37.3394406,-95.2366322
AG9028665,CA,LOS ANGELES,37.340726,-95.25317
BW9665968,KS,LABETTE,37.3709578,-95.256038
BR7091440,KS,LABETTE,37.0371911,-95.0903028
BD0108072,KS,LANE,38.4818607,-100.4657814
BC1188956,KS,LEAVENWORTH,39.2892169,-94.9063186
BW0883810,KS,LEAVENWORTH,39.283556,-94.906884
FW1672434,KS,LEAVENWORTH,39.2883457,-94.9077541
AK9278549,KS,LEAVENWORTH,39.2715228,-94.9018011
BP2811924,KS,LEAVENWORTH,39.29574,-94.9070242
FG3082889,KS,LEAVENWORTH,39.2892349,-94.9097006
BD7048437,KS,LEAVENWORTH,39.2674503,-94.9199228
FW1444669,KS,LEAVENWORTH,39.2687022,-94.9302245
BL8973821,KS,LEAVENWORTH,39.2554567,-94.9016311
FW1143762,KS,LEAVENWORTH,39.2554567,-94.9016311
FK0431697,KS,DOUGLAS,38.9420104,-95.2597107
BD1694098,KS,DOUGLAS,38.9420287,-95.2484494
BQ3676319,KS,DOUGLAS,38.9412178,-95.2578948
BW3820607,KS,DOUGLAS,38.9433262,-95.2412543
FD2752411,KS,DOUGLAS,38.949868,-95.2362649
BH9508877,KS,LEAVENWORTH,39.1169363,-95.085614
FT1447677,KS,LEAVENWORTH,39.1091031,-95.0870989
BR7512761,KS,LEAVENWORTH,39.1210724,-95.0679206
BC7580827,KS,LEAVENWORTH,39.1155881,-95.0759684
BM2255114,KS,LEAVENWORTH,39.1091031,-95.0870989
BB4361717,KS,ELK,37.4692566,-96.2640111
BF7083544,KS,ELLSWORTH,38.7297274,-98.2302487
AS5821384,KS,ELLSWORTH,38.7298842,-98.2308197
BM2645161,KS,FORD,37.768687,-100.0157775
FM1145273,KS,FORD,37.768687,-100.0157775
BA9973517,KS,FRANKLIN,38.7183226,-95.0817001
BJ2636338,KS,FRANKLIN,38.71963,-95.0822524
BW9741960,KS,FRANKLIN,38.5943789,-95.2680356
AW2955663,KS,FRANKLIN,38.5810576,-95.2641995
BK9882451,KS,FRANKLIN,38.6159689,-95.2688065
BB4856691,KS,FRANKLIN,38.6051358,-95.2683825
AR1459305,KS,FRANKLIN,38.6141401,-95.2690355
BL8891776,KS,LINCOLN,39.0404718,-98.1498403
BO9822974,KS,LOGAN,39.1252544,-100.8539367
BT4864369,KS,LYON,38.4121247,-96.1990487
AD1631983,KS,MCPHERSON,38.3834583,-97.6657473
AM1172117,KS,MCPHERSON,38.3802998,-97.6715129
BM3196210,KS,MCPHERSON,38.2053153,-97.5174903
BI4150873,KS,MCPHERSON,38.2310496,-97.7761171
BS3193606,KS,MIAMI,38.499885,-94.9410573
FQ1965106,KS,MONTGOMERY,37.2260628,-95.7501628
BS7836313,MO,SAINT LOUIS CITY,37.0891604,-95.7131979
BB9773575,IN,GIBSON,37.09024,-95.712891
BG2778883,PA,WASHINGTON,37.09024,-95.712891
BT5260853,KS,MONTGOMERY,37.0326709,-95.6235557
AP6487777,KS,MONTGOMERY,37.0357701,-95.6157694
BD5886835,IL,DUPAGE,37.0370388,-95.6316181
AC2893736,KS,MORTON,37.0082343,-101.9060468
AM3007021,KS,NEMAHA,39.8345156,-96.0656442
FP0285557,KS,NEMAHA,39.8405724,-96.0792551
AT1279529,KS,NEMAHA,39.8341159,-96.0590245
FP0138835,KS,NEMAHA,39.8405724,-96.0792551
FS3485934,KS,NEMAHA,39.8405724,-96.0792551
BW2324490,KS,NEOSHO,37.6535475,-95.451245
AJ5766641,KS,NEOSHO,37.6629323,-95.4522071
AC5563665,KS,NEOSHO,37.6816596,-95.4515229
FC1784479,KS,NEOSHO,37.6816596,-95.4515229
BC6726802,KS,OSAGE,38.8185841,-95.6918554
AS6508482,KS,OSAGE,38.6343604,-95.8258653
BG7869259,KS,OSAGE,38.6381554,-95.8203229
BC6733643,KS,OSBORNE,39.5029885,-98.54424
FM0570956,KS,OSBORNE,39.4379939,-98.6948875
AR9542451,KS,OSBORNE,39.4379939,-98.6948875
BW5125198,KS,PHILLIPS,39.7567629,-99.3247504
BW9520900,KS,PHILLIPS,39.7559135,-99.3245267
BS8963046,KS,POTTAWATOMIE,39.1935928,-96.070629
BC5985962,KS,RAWLINS,39.806271,-101.0412655
AD8174005,KS,RENO,38.0570587,-97.9162204
FQ3382948,KS,RENO,38.0708821,-97.9012471
AB8258712,KS,RILEY,39.1796967,-96.5624502
BS8567464,KS,JOHNSON,38.7220564,-94.8309207
BW7678608,KS,SEDGWICK,37.6761697,-97.2033031
FW2868872,KS,SEDGWICK,37.6628042,-97.2239954
BH8099966,KS,SEDGWICK,37.7072536,-97.2636326
BW3899373,KS,SEDGWICK,37.7078161,-97.2622755
FD0906389,KS,SEDGWICK,37.6980333,-97.2690198
BB3977242,KS,SEDGWICK,37.695385,-97.37797
BP8538552,KS,SEDGWICK,37.6954769,-97.373181
BW1560792,KS,SEDGWICK,37.6757245,-97.4125703
BK5279232,KS,SEDGWICK,37.6683585,-97.4252495
BT7409712,KS,SEDGWICK,37.6780423,-97.4318479
BS7546231,KS,SEDGWICK,37.6747785,-97.4155338
BM0889646,KS,SEDGWICK,37.6644957,-97.5672643
FK3146873,KS,SEDGWICK,37.66511,-97.576
BD4926917,KS,SEDGWICK,37.723464,-97.4610762
BW6878322,KS,SEDGWICK,37.7233379,-97.4634075
BW7384768,KS,SEDGWICK,37.724605,-97.4655301
BT7418191,KS,SEDGWICK,37.7326281,-97.4654514
AS2185634,KS,ROOKS,39.4369689,-99.2748336
FH0959710,KS,RUSH,38.5301332,-99.3092502
AB6508470,KS,RUSH,38.5304778,-99.3100301
AB2484804,KS,SALINE,38.8408816,-97.6028657
BK9980714,KS,SALINE,38.8274763,-97.596047
BJ7064556,KS,SALINE,38.8304812,-97.5945013
AS4132990,KS,SALINE,38.8273203,-97.5960079
BW6664381,KS,SALINE,38.8267162,-97.6257406
BD2241711,KS,SALINE,38.7994608,-97.6139941
BW3902219,KS,SEDGWICK,37.7075392,-97.3412947
AD2393130,KS,SEDGWICK,37.7090331,-97.3427101
AW1301744,KS,SEDGWICK,37.6969248,-97.2962363
BW9607625,KS,SEDGWICK,37.6952735,-97.2977831
FW2406507,KS,SEDGWICK,37.6967821,-97.2963328
BW7820269,KS,SEDGWICK,37.6952735,-97.2977831
BI9566590,KS,SEDGWICK,37.6933783,-97.3135644
BS8091314,NY,WESTCHESTER,37.6663658,-97.3261269
BW5667906,KS,SEDGWICK,37.6374734,-97.3517001
AD3284572,KS,SEDGWICK,37.6361471,-97.3536271
BH9601104,KS,SEDGWICK,37.6379549,-97.3542722
BO0274251,KS,SEDGWICK,37.6498237,-97.3547205
FW2885501,KS,SEDGWICK,37.6379549,-97.3542722
BC0274251,KS,SEDGWICK,37.6498237,-97.3547205
BF7767544,KS,SEDGWICK,37.6379549,-97.3542722
AD9221033,KS,SEDGWICK,37.608726,-97.335215
BW8797536,KS,SEDGWICK,37.594144,-97.334772
AK7237046,KS,SEDGWICK,37.6066469,-97.3315513
BP1828079,SD,LAKE,37.6071712,-97.3272753
BW8621206,KS,SEDGWICK,37.5473639,-97.269409
BD3209106,KS,SEDGWICK,37.547254,-97.2454645
AP9228467,KS,SEDGWICK,37.5618534,-97.2614782
BD3122289,KS,SEDGWICK,37.556283,-97.2449702
FD1172270,KS,SEDGWICK,37.563664,-97.2420128
FT1078016,KS,SEDGWICK,37.5685859,-97.241151
BW6836401,KS,SEDGWICK,37.7222269,-97.2269439
BF1340506,KS,SEDGWICK,37.7219376,-97.2532259
BT7409697,KS,SEDGWICK,37.724525,-97.2123712
BP6642931,KS,SEDGWICK,37.734236,-97.2109815
BW2316633,KS,SEDGWICK,37.7385598,-97.2414425
BW3284457,KS,SHAWNEE,39.0880693,-95.6654969
BN5803297,KS,SHAWNEE,39.0932328,-95.6742986
FW0104531,KS,SHAWNEE,39.0936964,-95.6717619
AK9786976,KS,SHAWNEE,39.0896649,-95.6712687
BF7123716,KS,SHAWNEE,39.0883671,-95.6712687
BP9656022,KS,SHAWNEE,39.0883671,-95.6712687
BC3736987,KS,SHAWNEE,39.0153097,-95.7643819
BJ5143728,KS,SHAWNEE,39.0150501,-95.7786661
BA3736987,KS,SHAWNEE,39.0153097,-95.7643819
AW1299913,KS,SHAWNEE,39.0473226,-95.6826944
FS0859895,KS,SHAWNEE,39.0510383,-95.672214
BK5575242,KS,SMITH,39.7771079,-98.7860054
FP0580680,KS,SMITH,39.7774707,-98.7854486
BC0748244,KS,SMITH,39.7774707,-98.7854486
FS3556442,KS,SMITH,39.7774707,-98.7854486
FW0090706,KS,STANTON,37.5695846,-101.7505589
BW6522913,KS,STANTON,37.5693989,-101.75047000000001
AC9286445,KS,SUMNER,37.0330427,-97.6066174
AG1299874,KS,TREGO,39.0248704,-99.8841226
FC1905364,KS,TREGO,39.020952,-99.8896036
AC7085029,KS,TREGO,39.020952,-99.8896036
FP0082925,KS,WILSON,37.4178052,-95.680187
AP1309461,KS,WILSON,37.4176935,-95.6801724
AP2196245,KS,WYANDOTTE,39.1202385,-94.648143
FW0329741,KS,WYANDOTTE,39.1172545,-94.6609388
BC6321664,KS,WYANDOTTE,39.1161979,-94.634462
AA8524731,KS,WYANDOTTE,39.114419,-94.6266142
BO6321664,KS,WYANDOTTE,39.1161979,-94.634462
AH7938030,KS,WYANDOTTE,39.1006294,-94.6355716
FA1660275,KS,WYANDOTTE,39.09835,-94.6475223
BW8458285,KS,WYANDOTTE,39.115823,-94.7598153
FA1498030,KS,WYANDOTTE,39.1177403,-94.7590671
AC7782976,KS,WYANDOTTE,39.1164916,-94.7591665
FD2728953,KS,WYANDOTTE,39.0576668,-94.8212362
AM5157361,KS,WYANDOTTE,39.0576668,-94.821236
AM1310969,KS,WYANDOTTE,39.0564129,-94.8831017
FD0012384,KS,WYANDOTTE,39.055754,-94.881631
FD2792819,KS,WYANDOTTE,39.0560677,-94.8832458
BT2261547,KS,WYANDOTTE,39.0462251,-94.6116482
FK2846977,KS,WYANDOTTE,39.0499894,-94.6125154
BP9226615,KS,WYANDOTTE,39.054729,-94.607636
FP0679653,KS,WYANDOTTE,39.054729,-94.607636
FD1183057,KS,BUTLER,37.6773671,-97.1334958
BB8624620,KS,LABETTE,37.3408115,-95.2584661
BW9272597,KS,LABETTE,37.3399533,-95.2585681
BP5209259,KS,LABETTE,37.3409104,-95.2748042
FA0040648,KS,LABETTE,37.3398574,-95.2670379
BH3730505,KS,LABETTE,37.3398574,-95.2670379
FM0907418,NY,BRONX,37.3409104,-95.2748042
FB1622047,KS,LABETTE,37.3412728,-95.2578768
BS4387278,KS,LINN,38.142243,-94.816282
BM3898749,KS,LINN,38.1745982,-94.7094065
BH6784056,KS,DOUGLAS,38.9723981,-95.2900808
FK1665958,KS,DOUGLAS,38.9721146,-95.3060847
FW1345126,KS,DOUGLAS,38.9738203,-95.3092498
BM4764038,KS,NORTON,39.8279676,-99.8867604
BP9761455,KS,NORTON,39.8389866,-99.8950638
FS3485972,KS,NORTON,39.8390515,-99.8950921
BP8419219,KS,NORTON,39.8389866,-99.8950638
AD7475216,KS,RENO,38.0592164,-97.9365586
BF1743562,KS,RENO,38.0531571,-97.9323246
BO0274364,KS,RENO,38.0565531,-97.9237083
BC0274364,KS,RENO,38.0565531,-97.9237083
AH2491518,IN,LAGRANGE,37.9674306,-100.8734183
BT5065087,KS,FRANKLIN,38.5949005,-95.2698569
BW7893034,KS,HARVEY,38.0578308,-97.3444822
AD8553871,KS,HARVEY,38.056544,-97.3427101
BV5293612,KS,JEFFERSON,39.3463901,-95.4569156
BG4171601,KS,RUSSELL,38.892504,-98.860205
AD5446643,KS,RUSSELL,38.8927302,-98.8595285
AS1306403,KS,SEDGWICK,37.722808,-97.338059
BW8523121,KS,JOHNSON,38.9657193,-94.6687907
FW1834692,KS,JOHNSON,38.9561277,-94.6869437
FP0689767,KS,JOHNSON,39.0102278,-94.8440429
FK0926658,KS,JOHNSON,39.0284292,-94.8490253
BD7918191,KS,JOHNSON,39.0102278,-94.8440429
FW1203190,KS,JOHNSON,39.0295687,-94.849957
BC6156651,KS,JOHNSON,38.9264395,-94.6875496
BH5563475,KS,JOHNSON,38.9148753,-94.702473
FA1308382,KS,JOHNSON,38.885296,-94.6277641
BP7856694,KS,JOHNSON,38.885296,-94.6277641
BL0371980,KS,SEDGWICK,37.7965457,-97.3373945
BW4525068,KS,SEDGWICK,37.6915423,-97.4635491
BD2447135,KS,SEDGWICK,37.6930392,-97.4645964
AW2697196,KS,SEDGWICK,37.5690872,-97.275739
BW3161673,KS,SHAWNEE,39.0154635,-95.726609
AD7479935,KS,SHAWNEE,39.1376799,-95.9519431
FF3047063,KS,SUMNER,37.3905404,-97.6409523
BW5014321,KS,WICHITA,38.4814049,-101.3594615
FA0905705,KS,JOHNSON,38.9267579,-94.7653573
BG9122881,KS,JOHNSON,38.9553074,-94.7526168
BW8691796,KS,RILEY,39.1885961,-96.5559876
AK8672607,KS,RILEY,39.1843681,-96.5534861
BM3907194,KS,RILEY,39.18557,-96.550759
BD3886756,KS,RILEY,39.1827711,-96.555988
BC0274302,KS,JOHNSON,38.955964,-94.6297814
BO0274302,KS,JOHNSON,38.955964,-94.6297814
BP5699775,KS,JOHNSON,38.9842638,-94.7095449
BG4174152,KS,JOHNSON,38.9852685,-94.7150562
FG3138662,KS,JOHNSON,38.9852685,-94.7150562
BA6894504,KS,JOHNSON,38.9843318,-94.706969
AC7225293,KS,MONTGOMERY,37.2684143,-95.5510354
BC6102987,KS,RILEY,39.2044932,-96.6190117
FW1155919,KS,WASHINGTON,39.817758,-97.0514041
AH2353477,KS,WASHINGTON,39.8927294,-96.876615
AW5109889,KS,WASHINGTON,39.817758,-97.0514041
AC7782964,KS,JOHNSON,38.9560348,-94.648506
AS6295895,KS,MITCHELL,39.4585609,-98.1104968
BM9175856,KS,MITCHELL,39.4683836,-98.11636
BY1806580,KS,WOODSON,37.8812328,-95.7327518
AD7795694,KS,WYANDOTTE,39.1160221,-94.7106815
BW1167205,KS,WYANDOTTE,39.1157619,-94.729911
BW3984881,KS,SEDGWICK,37.6955237,-97.3889658
BP7139923,KS,SEDGWICK,37.6973426,-97.3410012
BW6196578,KS,POTTAWATOMIE,39.2022453,-96.3054335
BW8689501,KS,ATCHISON,39.5405207,-95.1292001
FK1886487,KS,ATCHISON,39.557954,-95.126676
FB1787677,KS,ATCHISON,39.5359812,-95.12872
BT8355720,KS,RILEY,39.1714942,-96.6056542
AC2645654,KS,SEDGWICK,37.7016646,-97.3336253
BM3935612,KS,SEDGWICK,37.7225522,-97.3690021
FC0477910,KS,SEDGWICK,37.721202,-97.361311
BO1594072,KS,SEDGWICK,37.7253401,-97.3638162
FW2885513,KS,SEDGWICK,37.721621,-97.364739
BC1594072,KS,SEDGWICK,37.7253401,-97.3638162
FD0675934,KS,SEDGWICK,37.7232314,-97.361447
BF7767570,KS,SEDGWICK,37.7232314,-97.361447
BH9601089,KS,SEDGWICK,37.7232314,-97.361447
FW2734867,KS,SEDGWICK,37.695432,-97.4647081
FB1205168,NJ,HUDSON,39.0148032,-95.7164704
BS0868173,KS,SHAWNEE,39.05167,-95.7053348
AC6677972,KS,SHAWNEE,39.0562087,-95.6954455
BW9734383,KS,THOMAS,39.3672928,-101.0473117
AP2893421,KS,THOMAS,39.3976566,-101.0462542
BW1690901,KS,THOMAS,39.3696665,-101.0526144
BD4767921,KS,THOMAS,39.3739038,-101.0535
AM2165276,KS,CRAWFORD,37.5140667,-94.8486511
FG0120256,KS,WYANDOTTE,39.1187982,-94.6854103
BC7563667,KS,JOHNSON,38.9579327,-94.7326258
BM6954386,KS,JOHNSON,38.9614006,-94.740641
FU1726681,KS,JOHNSON,38.9259775,-94.780405
BH9654383,KS,JOHNSON,38.9259775,-94.780405
FA3508249,KS,JOHNSON,38.9244405,-94.7810791
BC5680790,KS,JOHNSON,38.8989063,-94.6848435
BS7396054,KS,JOHNSON,38.8859621,-94.6831726
BO5680790,KS,JOHNSON,38.8989063,-94.6848435
BP1795179,KS,JOHNSON,38.8528779,-94.8240201
BT8175538,KS,JOHNSON,38.8484772,-94.8200198
BA3795210,KS,JOHNSON,38.8708871,-94.8359829
BC3795210,KS,JOHNSON,38.8708871,-94.8359829
AH2018340,KS,KIOWA,37.6048229,-99.2932329
FK2849682,KS,KIOWA,37.6055088,-99.3016899
AA3293115,KS,MARSHALL,39.8414593,-96.6478538
BW9180477,KS,MARSHALL,39.843285,-96.6052037
AV5469021,KS,SEDGWICK,37.8245986,-97.3735372
FW0694124,KS,SEDGWICK,37.7840286,-97.3726871
FD1965067,KS,SEDGWICK,37.7800777,-97.4625198
FD1965093,KS,SEDGWICK,37.7517115,-97.4254979
BC7261655,KS,SEDGWICK,37.7468852,-97.4253323
BD3628673,KS,SHAWNEE,39.0156735,-95.6840779
BT8774386,KS,WYANDOTTE,39.1282013,-94.7302791
BB3115474,KS,ANDERSON,38.288779,-95.249853
BT6547535,KS,ANDERSON,38.2818402,-95.241929
FE0570348,KS,CHEROKEE,37.1696962,-94.8433141
BC4034269,KS,CHEROKEE,37.1706177,-94.8410861
AE1309269,KS,CHEROKEE,37.1696962,-94.8433141
BS0188905,KS,CLOUD,39.5668497,-97.6727423
BW4444092,KS,CLOUD,39.5510032,-97.6604061
AP1314195,KS,CLOUD,39.5614928,-97.6578204
BM8081197,KS,CLOUD,39.5601866,-97.6578416
BW9665970,KS,COWLEY,37.0897119,-97.0432909
FW0807202,KS,COWLEY,37.0858501,-97.0395104
BW0757572,KS,COWLEY,37.0917532,-97.0426188
FB0141515,KS,DOUGLAS,38.9296084,-95.0905773
AB8207626,KS,DOUGLAS,38.9415598,-95.1000983
FA2468557,KS,DOUGLAS,38.9338919,-95.0949714
BK6616645,KS,GEARY,39.0234915,-96.8500296
BI8462210,KS,HARPER,37.1519244,-98.031731
BW2879697,KS,JACKSON,39.4565819,-95.7507611
FM1294470,KS,JACKSON,39.479002,-95.7524463
AG6329355,KS,JACKSON,39.479002,-95.7524463
BC6048551,KS,JOHNSON,38.9579183,-94.6288174
BW5483564,KS,JOHNSON,38.8831288,-94.8087334
BM0108111,KS,JOHNSON,38.8831272,-94.8099175
AD7893983,KS,JOHNSON,38.884563,-94.808171
FB1738395,KS,LABETTE,37.3211252,-95.2649479
BW6769155,KS,MONTGOMERY,37.2226976,-95.7434763
BM6218766,KS,MONTGOMERY,37.2254265,-95.7167313
BA2502777,KS,MORRIS,38.6611458,-96.4898049
BA9646956,KS,MORRIS,38.6616803,-96.4880697
BC8891752,KS,OTTAWA,39.1221271,-97.7076008
FS0343551,KS,LINN,38.3448703,-94.7522933
BL5044045,KS,LINN,38.344797,-94.75914
AM2775584,KS,MARION,38.3478491,-97.0205693
